"Full Name","Birth Date","Death Date","Cemetery Name","Section","Plot","Inscription"
"Luis Vásquez","11/03/1822","01/11/1880","Mission Burial Park","L","109",""
"Ernst Zimmermann","03/09/1844","12/26/1920","Mission Burial Park","K","142","Siempre en nuestros corazones"
"Ruth Scott","05/01/1770","09/22/1854","Confederate Cemetery","K","183",""
"Friedrich Bauer","10/21/1812","12/13/1875","Confederate Cemetery","E","112",""
"Elizabeth Adams","06/03/1885","12/23/1908","San Fernando Cemetery No. 2","B","105",""
"Antonio Pérez","09/15/1839","07/18/1890","San Fernando Cemetery No. 1","F","124",""
"Angela Torres","05/03/1823","05/24/1864","San Fernando Cemetery No. 2","P","27",""
"Henry Allen","04/02/1767","09/12/1854","Confederate Cemetery","R","67",""
"Aoife Doyle","08/06/1873","09/04/1947","San Fernando Cemetery No. 2","R","102",""
"Francisca Fuentes","08/26/1846","06/12/1911","San Fernando Cemetery No. 2","X","193",""
"Richard Baker","08/22/1870","11/22/1946","San Fernando Cemetery No. 2","L","4",""
"Gerhard Krüger","02/01/1838","12/17/1928","Mission Burial Park","R","82",""
"Concepción Herrera","08/21/1848","05/25/1914","San Fernando Cemetery No. 2","B","135","Hier ruht in Gott"
"Elena Hernández","12/25/1818","01/26/1897","City Cemetery No. 1","S","63","Auf Wiedersehen"
"Walter Schmitt","11/12/1874","02/03/1937","Mission Burial Park","M","112","Hier ruht in Gott"
"Gregorio Cantu","06/18/1796","01/02/1855","City Cemetery No. 1","B","165",""
"Friedrich Richter","11/13/1899","10/22/1923","City Cemetery No. 1","T","79",""
"Bruno Schmidt","04/18/1866","04/26/1936","San Fernando Cemetery No. 2","M","75",""
"Concepción Pérez","04/12/1864","01/17/1912","San Fernando Cemetery No. 1","Z","196",""
"Augusta Hoffmann","07/23/1860","11/28/1932","San Fernando Cemetery No. 2","V","156","Gone but not forgotten"
"Dolores Martínez","09/26/1794","12/28/1884","Mission Burial Park","N","127",""
"María Vásquez","10/19/1838","12/15/1864","National Cemetery (Fort Sam Houston)","O","54","At rest with the Lord"
"Frieda Bergmann","04/01/1867","07/18/1900","San Fernando Cemetery No. 2","U","140",""
"Hedwig Weber","05/11/1828","01/04/1896","City Cemetery No. 1","N","99",""
"Antonio Cantu","08/13/1842","07/04/1878","National Cemetery (Fort Sam Houston)","Q","116",""
"Felicitas Cantu","08/09/1854","12/21/1913","City Cemetery No. 1","B","143","Siempre en nuestros corazones"
"Olga Weber","02/25/1861","04/21/1909","City Cemetery No. 1","Y","127","Descanse en paz"
"Ernesto Hernández","07/11/1852","05/15/1883","San Fernando Cemetery No. 1","I","68",""
"Ludwig Bauer","10/26/1899","11/17/1937","Confederate Cemetery","X","153",""
"Amparo Sánchez","09/02/1877","04/24/1956","City Cemetery No. 1","T","130",""
"Miguel Díaz","06/24/1836","04/20/1906","San Fernando Cemetery No. 2","J","45",""
"Ramona Herrera","05/14/1851","11/22/1886","City Cemetery No. 1","Y","70","Until we meet again"
"Rafael Díaz","06/13/1821","03/11/1886","San Fernando Cemetery No. 1","R","51","Descanse en paz"
"Edith Young","06/03/1816","02/28/1882","San Fernando Cemetery No. 1","S","171",""
"Nellie Adams","06/13/1848","08/11/1868","National Cemetery (Fort Sam Houston)","Q","164","Ruhe in Frieden"
"Emilie Lange","02/05/1771","08/06/1851","Confederate Cemetery","G","53",""
"Juana Morales","03/14/1861","09/04/1912","Confederate Cemetery","F","116",""
"August Wolf","07/20/1885","07/15/1942","City Cemetery No. 1","Q","131",""
"Lillie Young","05/19/1829","11/23/1907","Mission Burial Park","E","148",""
"Josefa Díaz","03/28/1820","08/12/1903","Mission Burial Park","Y","104",""
"James Roberts","11/14/1866","06/08/1937","Confederate Cemetery","U","129",""
"Ernesto Sánchez","02/16/1895","12/25/1941","Confederate Cemetery","T","4",""
"Eugene Scott","02/21/1873","04/07/1918","City Cemetery No. 1","Z","171",""
"Frieda Richter","03/08/1880","05/18/1901","Confederate Cemetery","E","138","Faithful servant of God"
"Remedios Treviño","05/25/1809","02/04/1874","Mission Burial Park","H","145",""
"Consuelo Ortiz","10/26/1893","02/28/1953","San Fernando Cemetery No. 1","A","173",""
"Otto Schulz","05/13/1914","07/12/1941","San Fernando Cemetery No. 1","E","106",""
"Grace Mitchell","03/11/1877","09/21/1913","San Fernando Cemetery No. 1","U","141",""
"Kieran O'Connor","07/05/1837","04/11/1862","San Fernando Cemetery No. 1","B","136",""
"Harold Perez","07/05/1902","08/21/1924","Mission Burial Park","T","135","Siempre en nuestros corazones"
"Louisa Wagner","06/02/1831","09/13/1904","National Cemetery (Fort Sam Houston)","G","108",""
"Emilie Weber","08/07/1839","01/15/1887","San Fernando Cemetery No. 1","Q","176",""
"Miguel Martínez","01/02/1835","10/01/1874","City Cemetery No. 1","Z","190",""
"Arthur Smith","08/10/1874","03/21/1930","National Cemetery (Fort Sam Houston)","K","168",""
"Else Braun","08/08/1830","02/08/1871","National Cemetery (Fort Sam Houston)","D","85",""
"Henry Davis","06/09/1825","10/15/1867","San Fernando Cemetery No. 1","D","76",""
"Amparo Moreno","11/03/1862","06/10/1912","National Cemetery (Fort Sam Houston)","R","103",""
"Andrés López","12/09/1815","08/27/1857","Confederate Cemetery","G","103",""
"Sophie Gruenewald","11/01/1828","06/21/1894","City Cemetery No. 1","K","140",""
"Eusebio Herrera","12/07/1919","08/02/1945","San Fernando Cemetery No. 1","O","38","Beloved husband and father"
"Pearl Green","04/08/1870","01/10/1914","San Fernando Cemetery No. 1","Z","194",""
"Friedrich Weber","01/03/1785","02/10/1856","National Cemetery (Fort Sam Houston)","V","52",""
"María Chávez","01/22/1802","03/26/1871","National Cemetery (Fort Sam Houston)","G","20",""
"Francisca Molina","07/04/1923","04/08/1957","City Cemetery No. 1","B","141",""
"Ignacio Hernández","06/15/1881","08/04/1938","Mission Burial Park","I","12",""
"Hans Bauer","01/27/1832","09/03/1853","City Cemetery No. 1","N","198",""
"Emilie Lehmann","02/16/1836","04/12/1903","Confederate Cemetery","H","93","Faithful servant of God"
"Robert Green","08/04/1805","09/26/1873","San Fernando Cemetery No. 1","M","107",""
"Tomás Flores","08/10/1798","06/15/1874","San Fernando Cemetery No. 1","V","78",""
"Jesús Díaz","11/20/1786","03/23/1869","National Cemetery (Fort Sam Houston)","P","178",""
"Rosa Salinas","10/26/1830","08/17/1917","Mission Burial Park","D","103",""
"Catalina Pérez","05/06/1862","02/03/1890","Mission Burial Park","I","30","Que en paz descanse"
"Luis Domínguez","08/03/1860","04/03/1906","Mission Burial Park","P","183",""
"Helen Jackson","11/02/1866","06/10/1926","National Cemetery (Fort Sam Houston)","L","122",""
"Francisco Hernández","01/13/1834","07/03/1913","San Fernando Cemetery No. 1","G","167",""
"August Becker","11/17/1887","04/28/1918","Mission Burial Park","U","23",""
"Jesús Fuentes","05/01/1851","07/12/1925","San Fernando Cemetery No. 1","C","146","Im Frieden des Herrn"
"Ernesto López","05/03/1901","08/18/1940","San Fernando Cemetery No. 1","N","72",""
"Amparo Rodríguez","06/10/1877","02/09/1957","Mission Burial Park","M","112","Que en paz descanse"
"Juan Chávez","02/14/1858","03/24/1887","National Cemetery (Fort Sam Houston)","I","103","Que en paz descanse"
"Nellie Brown","04/09/1891","12/11/1930","Mission Burial Park","N","101",""
"Samuel White","02/14/1833","06/07/1882","City Cemetery No. 1","S","81","Gone but not forgotten"
"Hilda Weber","11/04/1782","12/07/1862","San Fernando Cemetery No. 2","U","173",""
"Charles Wright","09/20/1780","11/01/1863","Mission Burial Park","B","164",""
"Richard Harris","09/26/1911","07/02/1945","National Cemetery (Fort Sam Houston)","H","4",""
"Lupe Moreno","04/08/1829","05/27/1912","City Cemetery No. 1","W","58",""
"Lena Schroeder","01/04/1800","07/25/1881","Mission Burial Park","N","129",""
"Seamus Murphy","01/09/1875","12/16/1935","San Fernando Cemetery No. 1","Z","145",""
"Thomas Thompson","05/21/1814","10/13/1891","San Fernando Cemetery No. 1","X","159",""
"Ramona Cantu","10/05/1773","10/12/1854","National Cemetery (Fort Sam Houston)","C","136",""
"Remedios López","05/03/1858","04/24/1900","Confederate Cemetery","U","25","Geliebter Vater und Gatte"
"Beatriz Vásquez","11/20/1787","12/16/1872","San Fernando Cemetery No. 1","Q","137",""
"Remedios Díaz","08/19/1826","02/05/1861","City Cemetery No. 1","T","36",""
"George Miller","07/16/1818","02/06/1880","Confederate Cemetery","E","89","Rest in peace"
"Felicitas Chávez","12/04/1787","07/06/1865","City Cemetery No. 1","C","49",""
"Conrad Becker","04/23/1786","04/11/1868","Confederate Cemetery","I","47",""
"Robert Smith","08/20/1903","05/06/1927","San Fernando Cemetery No. 2","P","67","Que en paz descanse"
"Klaus Schäfer","10/05/1806","06/02/1868","Mission Burial Park","Z","85",""
"Anna Steinemann","12/28/1883","10/12/1948","Mission Burial Park","V","141",""
"Fiona Sullivan","08/07/1857","05/22/1900","Confederate Cemetery","S","90",""
"Thomas White","02/08/1898","02/05/1937","City Cemetery No. 1","D","27",""
"Dolores López","04/12/1801","01/16/1863","Mission Burial Park","B","46",""
"Bruno Gruenewald","03/07/1916","05/23/1949","San Fernando Cemetery No. 2","X","33","Until we meet again"
"Katharina Neumann","01/25/1866","06/23/1946","Mission Burial Park","S","78",""
"Catalina García","09/07/1841","06/18/1917","Confederate Cemetery","T","44","Faithful servant of God"
"Eugene Davis","09/01/1841","07/21/1867","National Cemetery (Fort Sam Houston)","Z","153",""
"Ramón Rodríguez","12/20/1853","09/10/1907","National Cemetery (Fort Sam Houston)","R","198",""
"Luz Castillo","09/04/1884","08/24/1933","San Fernando Cemetery No. 1","H","54",""
"Clara Wagner","01/15/1830","06/11/1889","Confederate Cemetery","A","4",""
"Agustín Ramírez","12/04/1869","04/09/1959","Mission Burial Park","D","200",""
"Pearl Wright","01/26/1884","04/17/1945","San Fernando Cemetery No. 2","X","137",""
"Brendan Kennedy","04/15/1850","08/24/1915","San Fernando Cemetery No. 1","L","110",""
"Charles Miller","07/14/1923","01/15/1945","Confederate Cemetery","V","127","Auf Wiedersehen"
"William Brown","12/03/1848","02/23/1923","San Fernando Cemetery No. 1","S","86",""
"Conrad Becker","05/22/1898","02/27/1942","San Fernando Cemetery No. 1","H","125",""
"Ernst Schroeder","01/14/1876","11/21/1923","San Fernando Cemetery No. 1","Z","138",""
"Grace Roberts","08/05/1872","09/05/1897","San Fernando Cemetery No. 1","M","47",""
"Johann Schäfer","04/05/1824","09/09/1905","City Cemetery No. 1","Z","83","Descanse en paz"
"Pearl Scott","07/26/1879","01/11/1927","Confederate Cemetery","T","163","At rest with the Lord"
"Bridget Gallagher","04/11/1872","08/18/1894","Mission Burial Park","W","83","En la memoria de todos"
"Walter Schwarz","06/14/1905","12/09/1960","City Cemetery No. 1","W","115",""
"Sarah Carter","03/02/1886","08/09/1943","City Cemetery No. 1","I","15",""
"Nellie Roberts","08/26/1865","11/11/1938","City Cemetery No. 1","A","145",""
"Arthur Nelson","01/01/1839","10/24/1890","San Fernando Cemetery No. 1","H","66",""
"Frank Baker","11/16/1861","09/02/1930","San Fernando Cemetery No. 1","S","19",""
"Petra Cantu","01/01/1869","09/09/1889","San Fernando Cemetery No. 1","J","10","Descanse en paz"
"Bernardo Ramos","05/24/1852","09/26/1899","National Cemetery (Fort Sam Houston)","Z","113",""
"Andrés Torres","03/11/1886","05/13/1960","Confederate Cemetery","N","16","Rest in peace"
"Lena Koch","02/06/1860","02/03/1944","Mission Burial Park","D","99",""
"Soledad Sánchez","05/08/1875","10/11/1897","San Fernando Cemetery No. 1","K","6",""
"Harriet Moore","08/26/1804","11/14/1859","Confederate Cemetery","Y","185",""
"Emma Wright","12/08/1815","12/08/1855","San Fernando Cemetery No. 1","S","118",""
"Ernesto Pérez","05/13/1845","09/09/1902","National Cemetery (Fort Sam Houston)","N","73",""
"Emilie Hoffmann","04/06/1848","05/03/1937","National Cemetery (Fort Sam Houston)","Y","18",""
"Ruth Wright","08/23/1811","05/24/1866","National Cemetery (Fort Sam Houston)","W","41",""
"Frederick Williams","09/19/1883","05/27/1941","City Cemetery No. 1","A","2",""
"Feliciano Ortiz","11/24/1862","04/26/1901","City Cemetery No. 1","R","190",""
"Sophie Schmitt","07/26/1800","08/13/1881","City Cemetery No. 1","S","121",""
"Ramón Castillo","10/04/1925","03/12/1959","National Cemetery (Fort Sam Houston)","O","32",""
"Hilda Wolf","12/13/1831","08/14/1905","San Fernando Cemetery No. 1","W","157","Faithful servant of God"
"Florence Jackson","10/22/1894","05/05/1957","Mission Burial Park","T","54","Descanse en paz"
"Anna Neumann","06/19/1874","06/14/1951","San Fernando Cemetery No. 1","A","161",""
"Edith Nelson","08/02/1870","10/21/1943","Mission Burial Park","J","72",""
"Karl Hoffmann","08/02/1777","06/26/1854","San Fernando Cemetery No. 2","L","192","Beloved husband and father"
"Liam Gallagher","06/15/1798","01/21/1886","City Cemetery No. 1","E","95",""
"Augusta Weidemann","06/24/1880","09/09/1945","City Cemetery No. 1","W","172",""
"Walter Miller","03/01/1826","06/23/1880","Mission Burial Park","K","7",""
"Bridget O'Connor","03/17/1827","03/16/1907","Mission Burial Park","W","179",""
"Bruno Bergmann","03/24/1867","08/02/1921","Mission Burial Park","N","104","Descanse en paz"
"Ida Smith","07/22/1871","11/06/1950","City Cemetery No. 1","I","139","Hier ruht in Gott"
"Juan Fuentes","07/12/1894","07/26/1927","San Fernando Cemetery No. 2","P","127",""
"Johann Hoffmann","10/03/1856","02/14/1912","National Cemetery (Fort Sam Houston)","D","100","Descanse en paz"
"Amparo Fuentes","06/02/1910","03/11/1952","San Fernando Cemetery No. 1","M","156","Descanse en paz"
"Sophie Braun","08/22/1889","03/07/1915","San Fernando Cemetery No. 1","A","135","Rest in peace"
"Pearl Smith","05/08/1787","04/25/1868","San Fernando Cemetery No. 2","N","147",""
"Harold Taylor","12/13/1831","09/01/1862","Mission Burial Park","S","164",""
"Luz Rivera","01/08/1870","05/14/1923","San Fernando Cemetery No. 1","D","139","Con Dios"
"Ethel White","02/21/1863","10/12/1895","San Fernando Cemetery No. 2","A","49",""
"Elizabeth Thomas","11/19/1852","07/14/1927","City Cemetery No. 1","E","56",""
"Ida Scott","11/24/1811","12/16/1876","City Cemetery No. 1","F","136",""
"Conrad Schulz","01/24/1828","11/18/1889","San Fernando Cemetery No. 2","A","188","Con Dios"
"Florencio Hernández","07/06/1879","10/07/1908","City Cemetery No. 1","B","85",""
"Klaus Meyer","11/25/1826","11/21/1885","Mission Burial Park","Q","63",""
"Eamon Doyle","12/17/1890","08/19/1940","Mission Burial Park","Q","146",""
"Esperanza Chávez","08/09/1824","03/17/1906","Confederate Cemetery","Z","138",""
"María Medina","10/13/1857","12/28/1898","National Cemetery (Fort Sam Houston)","Z","98",""
"Elvira Salinas","01/05/1827","04/03/1912","San Fernando Cemetery No. 1","J","6",""
"Ramona Pérez","04/26/1867","02/05/1922","Mission Burial Park","H","117","Until we meet again"
"Karl Schäfer","06/01/1864","07/08/1929","San Fernando Cemetery No. 1","S","54",""
"Anna Bergmann","05/12/1779","12/11/1864","Confederate Cemetery","O","58",""
"Juan González","11/23/1914","12/23/1942","Confederate Cemetery","I","146","Con Dios"
"Eamon Sullivan","04/15/1774","03/04/1850","San Fernando Cemetery No. 2","H","153",""
"María Pérez","07/06/1893","05/19/1934","San Fernando Cemetery No. 1","Z","142",""
"Edward Smith","09/13/1804","07/03/1850","City Cemetery No. 1","I","178",""
"Luz Salinas","06/18/1908","02/09/1959","Mission Burial Park","B","71",""
"James Nelson","02/11/1828","05/11/1854","Mission Burial Park","H","18",""
"Luz Domínguez","10/25/1786","03/16/1857","San Fernando Cemetery No. 2","Z","180",""
"Colleen Brennan","06/09/1901","07/14/1927","National Cemetery (Fort Sam Houston)","K","97","Amado esposo y padre"
"George Davis","01/13/1836","07/28/1889","National Cemetery (Fort Sam Houston)","I","170",""
"Harriet Anderson","03/16/1873","05/04/1959","Confederate Cemetery","D","30",""
"Lillie Johnson","10/16/1868","09/01/1897","Mission Burial Park","Z","85",""
"Emil Schroeder","01/09/1883","09/13/1944","City Cemetery No. 1","X","75","Hier ruht in Gott"
"Carmen Ortiz","08/26/1877","03/24/1948","Mission Burial Park","A","136",""
"Sarah Anderson","11/17/1878","02/08/1954","Mission Burial Park","N","198",""
"Bernardo Medina","02/14/1803","05/05/1855","Mission Burial Park","S","171",""
"James Harris","08/21/1868","11/18/1898","San Fernando Cemetery No. 1","B","110",""
"Margarita Fuentes","07/14/1790","11/08/1869","Mission Burial Park","D","175","Ruhe in Frieden"
"Heinrich Koch","07/01/1771","01/26/1854","San Fernando Cemetery No. 1","W","118",""
"Ida Perez","09/09/1770","01/15/1850","San Fernando Cemetery No. 2","Q","73",""
"Bruno Krüger","07/14/1879","08/16/1904","Confederate Cemetery","E","177","Until we meet again"
"Felicitas Reyes","05/07/1853","10/28/1888","San Fernando Cemetery No. 1","U","152",""
"Pedro Treviño","04/14/1881","08/18/1929","Confederate Cemetery","I","177","Que en paz descanse"
"Amparo González","05/23/1840","10/19/1894","Confederate Cemetery","U","198",""
"Hedwig Mueller","06/25/1820","03/22/1861","Confederate Cemetery","Z","34","Rest in peace"
"Eugene Young","11/02/1772","03/12/1854","San Fernando Cemetery No. 1","M","167","Gone but not forgotten"
"Consuelo Ramos","10/12/1794","04/12/1857","National Cemetery (Fort Sam Houston)","D","82","Con Dios"
"Helen Green","06/18/1831","03/19/1902","Confederate Cemetery","X","50",""
"Margarita Cruz","04/05/1878","07/17/1960","San Fernando Cemetery No. 1","T","38","Ruhe in Frieden"
"James Jackson","09/26/1852","05/01/1928","Confederate Cemetery","G","167",""
"Andrés Díaz","01/21/1904","05/04/1931","San Fernando Cemetery No. 1","N","100",""
