"File Name","Contact","Name Prefix","First Name","PreferredName","Middle Name","Maiden Name","UseMaiden","Last Name","Name Suffix","Member Active","Member Join Date","Login","Birth Year","Birth Month","Birth Day","Deceased","Image Filename","Address 1","Address 2","City","State / Province","Postal Code","Country","Telephone","Cell Phone","Toll Free Phone","International Phone","Preferred Phone","Fax","Email","Website","Alternate Address 1","Alt. Address 2","Alt. City","Alt. State / Province","Alt. Postal Code","Al. Country","Alt. Phone","Alt. International Phone","Alt. Preferred Phone","Alt. Email","Use Seasonal Address","Use Alt. Info Month Begin","Alt. Contact Day Begin","Use Alt. Info Month End","Alt. Contact Day End","Business Phone","Gender","Quarterly","Volunteering?","Joint Member","Email of Joint","Phone of Joint","Your Skills","Your Interests","Your Education","General Email","Event Email","Newsletter Email","Surname Inquiry","Mbr. List - Show Name","Mbr. List - Show Address","Mbr. List - Show Phone","Mbr. List - Show Email","Mbr. List - Show Photo","Membership Plan","Membership Type","Max Members","Lifetime","Membership Number","Mail Publications","Address Label Name","Amount Paid","Donation","Date Paid","Payment Type","Expiration Date","Comment","Acct. Primary","Membership Tie ID","Login Count","Last Login Date","Administrative Notes","Last Updated By","Last Updated Date","ENS Member Record ID"
"Genealogical Society of Pennsylvania","Nancy Lee","","Nancy","","","","","Lee","","Yes","04/22/2012","nlee","","","","","","3159 Brookside Ln","Unit 154","Houston","TX","77002","USA","","(713) 555-1517","","","Cell Phone","","info@leenancy.example.org","","","","","","","","","","","","","","","","","(713) 555-5052","","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Genealogical Society of Pennsylvania","0.00","","05/27/2026","Check","06/30/2026","","Yes","","26","12/20/2025","","webmaster","06/14/2026","10761"
"Contreras, Ashley","","","Ashley","","Angel","","","Contreras","","No","09/09/1992","acontreras1","1998","6","13","","ashley-angel-contreras-member.jpg","5108 Forest Dr","","Arlington","TX","76001","USA","","(817) 555-6835","","","Cell Phone","","ashley.contreras@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","Spanish colonial records","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Contreras, Ashley","35.00","","12/17/2023","Credit Card","01/03/2024","","Yes","","0","","","admin","07/13/2023","10762"
"Washington, Mildred","","","Mildred","","","","","Washington","","Yes","04/01/2020","mwashington","1955","4","1","","mildred-washington-member.jpg","404 Travis St","","San Antonio","TX","78216","USA","(210) 555-3331","(210) 555-2067","","","Cell Phone","","mildred.washington@example.net","","","","","","","","","","","","","","","","","","F","Y","","Wayne","waynewashington13@example.com","(210) 555-3331","","Baptist church records; Organizing family reunions","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Joint","Person","2","","","No","Washington, Mildred","45.00","","06/14/2026","Check","06/30/2026","","Yes","","33","10/28/2025","","admin","06/16/2026","10763"
"Marquez, Judy","","","Judy","","Reed","","","Marquez","","Yes","01/07/2020","jmarquez","1944","3","9","","judy-reed-marquez-member.jpg","5361 Walnut St","","Irving","TX","75038","USA","(972) 555-1345","(972) 555-8345","","","Telephone","","jmarquez@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","Church records; Spanish colonial records; Vital records research","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Marquez, Judy","35.00","","04/08/2026","Cash","06/30/2026","","Yes","","26","08/30/2025","","webmaster","05/19/2026","10764"
"Bauer, Clifford","","","Clifford","","","","","Bauer","","Yes","02/03/2015","cbauer","1959","7","24","","clifford-bauer-member.jpg","7394 Vance Jackson Rd","","San Antonio","TX","78206","USA","(210) 555-6632","","","","Telephone","","clifford.bauer@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Single","Person","1","","","Yes","Bauer, Clifford","35.00","","05/15/2026","PayPal","06/30/2026","Paid at front table Annual Luncheon","Yes","","10","03/13/2026","","admin","06/01/2026","10765"
"Diaz, Margit","","","Margit","","Salvador","","","Diaz","","Yes","01/25/2023","mdiaz","1991","5","3","","margit-salvador-diaz-member.jpg","8732 De Zavala Rd","","San Antonio","TX","78239","USA","(210) 555-9931","(210) 555-8495","","","Cell Phone","","mdiaz@example.org","","","","","","","","","","","","","","","","","","F","","Y","","","","","Mayflower descendants; Naturalization records; Church records","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Diaz, Margit","35.00","","05/15/2026","Credit Card","06/30/2026","","Yes","","11","06/14/2025","","treasurer","06/12/2026","10766"
"Gomez, Alicia","","","Alicia","","","","","Gomez","","Yes","09/04/2024","agomez","1950","11","16","","alicia-gomez-member.jpg","6080 Birch St","","Terrell Hills","TX","78209","USA","(210) 555-7513","","","","Telephone","","alicia.gomez@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","Transcription; Public speaking; Latin translation","","BA History, University of Texas at San Antonio","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Gomez, Alicia","35.00","","05/05/2026","PayPal","06/30/2026","","Yes","","37","12/21/2025","","treasurer","06/08/2026","10767"
"Payne, Tiffany","","","Tiffany","","Mae","","","Payne","","Yes","02/09/2017","tpayne","1991","3","26","","tiffany-mae-payne-member.jpg","7009 Thousand Oaks","","San Antonio","TX","78266","USA","(210) 555-1700","","","","Telephone","","tpayne@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","Institute of Genealogy and Historical Research graduate","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Single","Person","1","","","No","Payne, Tiffany","35.00","","04/08/2027","PayPal","06/30/2027","","Yes","","20","11/20/2025","","admin","06/08/2027","10768"
"Allen, Keith","","","Keith","","Elena","","","Allen","","Yes","09/11/2013","kallen","1956","3","10","","keith-elena-allen-member.jpg","7075 Walnut St","Suite 412","San Antonio","TX","78220","USA","","(210) 555-7672","","","Cell Phone","","keithallen98@example.com","","","","","","","","","","","","","","","","","","M","","","","","","","Quaker records","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Allen, Keith","35.00","","05/28/2027","Check","06/30/2027","","Yes","","41","06/14/2025","","treasurer","06/17/2027","10769"
"Wells, Rosa","","","Rosa","","","","","Wells","","Yes","02/18/2015","rwells","1975","5","11","","rosa-wells-member.jpg","3214 Nolan St","","San Antonio","TX","78211","USA","(210) 555-6314","(210) 555-1071","","","Cell Phone","","rosawells64@example.org","","","","","","","","","","","","","","","","","","F","Y","Y","Ethan","ewells@example.com","(210) 555-6314","","Early San Antonio families","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Wells, Rosa","45.00","","04/25/2026","PayPal","06/30/2026","","Yes","","36","12/30/2025","","admin","06/12/2026","10770"
"Koenig, Dale","","","Dale","","","","","Koenig","IV","Yes","01/28/2018","dkoenig","1987","2","20","","dale-koenig-member.jpg","1411 Hildebrand Ave","Unit 17","San Antonio","TX","78221","USA","(210) 555-5766","(210) 555-3975","","","Telephone","","dale.koenig@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","Old Order Mennonite communities; Mexican genealogy","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Koenig, Dale","35.00","","04/17/2027","Cash","06/30/2027","","Yes","","13","04/12/2025","","admin","06/17/2027","10771"
"Lara, Patricia","","","Patricia","","Hans","","","Lara","","Yes","12/06/1990","plara","1958","2","15","","patricia-hans-lara-member.jpg","9764 Pine St","","Beaumont","TX","77701","USA","(409) 555-7341","(409) 555-8398","","","Telephone","","larap@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","Yes","Lara, Patricia","35.00","","05/14/2027","Credit Card","06/30/2027","","Yes","","38","07/31/2025","Deceased member - do not contact","admin","05/17/2027","10772"
"Kaiser, Martha","","Mrs.","Martha","","","","","Kaiser","","Yes","02/22/2010","mkaiser","1972","11","23","","martha-kaiser-member.jpg","5512 Hausman Rd","","San Antonio","TX","78250","USA","(210) 555-6613","","","","Telephone","","marthakaiser97@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","Vital records research","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Kaiser, Martha","35.00","","06/10/2026","Credit Card","06/30/2026","","Yes","","45","10/11/2025","","admin","05/11/2026","10773"
"Nacogdoches Genealogical Society","Barbara Moore","","Barbara","","","","","Moore","","Yes","07/16/2018","bmoore","","","","","","5481 Patriot Way","","Springdale","AR","72764","USA","(479) 555-6009","(479) 555-6480","","","Telephone","","info@moorebarbara.example.org","","","","","","","","","","","","","","","","","(479) 555-3674","","Y","Y","","","","","","","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Nacogdoches Genealogical Society","0.00","","04/22/2026","Cash","06/30/2026","","Yes","","30","10/16/2025","","admin","06/25/2026","10774"
"Jewish Genealogical Society of San Antonio","Gary Smith","","Gary","","","","","Smith","","Yes","09/14/2017","gsmith","","","","","","8934 Forest Dr","","Fort Smith","AR","72901","USA","(479) 555-1867","(479) 555-5611","","","Telephone","","info@smithgary.example.org","https://www.smith.example.org","","","","","","","","","","","","","","","","(479) 555-5568","","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Jewish Genealogical Society of San Antonio","0.00","","04/09/2026","Credit Card","06/30/2026","","Yes","","19","01/22/2026","Newsletter returned - bad address; left voicemail 10/04/2021","admin","05/03/2026","10775"
"Uribe, Barbara","","","Barbara","","Luis","","","Uribe","","Yes","10/21/2024","buribe1","1966","11","22","","barbara-luis-uribe-member.jpg","5088 Maple Ave","","Cibolo","TX","78108","USA","","(210) 555-8903","","","Cell Phone","","buribe1975@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","Photography","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","Yes","Uribe, Barbara","35.00","","05/10/2026","Credit Card","06/30/2026","","Yes","","39","07/24/2025","","webmaster","06/05/2026","10776"
"Alamo Area Council of Governments","Ronald Lopez","","Ronald","","","","","Lopez","","Yes","06/08/2024","rlopez","","","","","","5612 Eisenhauer Rd","Apt 335","San Antonio","TX","78247","USA","(210) 555-1514","(210) 555-2249","","","Cell Phone","","info@lopezronald.example.org","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Alamo Area Council of Governments","0.00","","05/13/2027","Credit Card","06/30/2027","","Yes","","16","06/10/2025","","secretary","06/13/2027","10777"
"Henderson, Dennis","","Ms.","Dennis","","Renee","","","Henderson","","Yes","12/26/2008","dhenderson","1967","8","11","","dennis-renee-henderson-member.jpg","2959 Marbach Rd","","San Antonio","TX","78211","USA","","","","","","","dhenderson@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Henderson, Dennis","35.00","","04/22/2026","Cash","06/30/2026","","Yes","","5","04/26/2025","","admin","06/03/2026","10778"
"Molina, Tiffany","","","Tiffany","","","","","Molina","","Yes","05/14/2012","tmolina","1954","11","14","","tiffany-molina-member.jpg","8974 Harry Wurzbach Rd","","San Antonio","TX","78228","USA","(210) 555-5959","(210) 555-1848","","","Cell Phone","","tmolina1989@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Molina, Tiffany","35.00","","06/04/2026","Credit Card","06/30/2026","","Yes","","3","12/03/2025","","admin","05/09/2026","10779"
"McDonald, Otto","","","Otto","","Brian","","","McDonald","","Yes","12/11/2018","omcdonald","1967","11","9","","otto-brian-mcdonald-member.jpg","948 Rigsby Ave","","San Antonio","TX","78266","USA","(210) 555-2279","(210) 555-3148","","","Cell Phone","","omcdonald1951@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","Naturalization records; Bexar County pioneers","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","McDonald, Otto","35.00","","05/04/2026","Check","06/30/2026","","Yes","","42","11/12/2025","","secretary","05/17/2026","10780"
"Mohr, Patricio","","","Patricio","","","","","Mohr","","Yes","06/22/2026","pmohr","1969","9","16","","patricio-mohr-member.jpg","3527 Loop 1604","","San Antonio","TX","78203","USA","(210) 555-6420","(210) 555-6968","","","Telephone","(210) 555-7024","patriciomohr19@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","","Polish ancestry; Land records; DAR membership research","","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Mohr, Patricio","35.00","","04/07/2026","Credit Card","06/30/2026","","Yes","","48","11/06/2025","","secretary","06/29/2026","10781"
"Parker, Pearl","","","Pearl","","Seth","","","Parker","Esq.","Yes","06/21/2023","pparker","1947","9","20","","pearl-seth-parker-member.jpg","7487 Thousand Oaks Dr","","Boerne","TX","78006","USA","(210) 555-7179","(210) 555-8663","","","Cell Phone","","pparker@example.com","","","","","","","","","","","","","","","","","","F","Y","Y","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Parker, Pearl","35.00","","04/30/2027","PayPal","06/30/2027","","Yes","","46","03/16/2026","","treasurer","05/13/2027","10782"
"Stevens, Merle","","","Merle","","Heinrich","","","Stevens","","Yes","11/04/2010","mstevens","2000","5","1","","merle-heinrich-stevens-member.jpg","106 Main St","Apt 388","San Antonio","TX","78203","USA","(210) 555-2179","(210) 555-7468","","","Telephone","","merlestevens11@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Stevens, Merle","35.00","","06/10/2027","Check","06/30/2027","Paid at meeting","Yes","","39","04/15/2025","","admin","05/03/2027","10783"
"Fischer, Hazel","","","Hazel","","Mark","","","Fischer","","Yes","05/05/1991","hfischer","1957","4","2","","hazel-mark-fischer-member.jpg","5026 Palo Alto Rd","","San Antonio","TX","78223","USA","(210) 555-7238","(210) 555-1790","","","Telephone","","hazelfischer59@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Fischer, Hazel","35.00","","06/08/2026","PayPal","06/30/2026","","Yes","","13","01/18/2026","","admin","06/05/2026","10784"
"Mayer, Crystal","","","Crystal","","Kurt","","","Mayer","Sr.","Yes","12/11/2018","cmayer","1995","12","8","","crystal-kurt-mayer-member.jpg","9653 Nolan St","","San Antonio","TX","78245","USA","(210) 555-8914","(210) 555-9671","","","Telephone","","crystalmayer41@example.net","","","","","","","","","","","","","","","","","","F","Y","Y","","","","Photography","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","Yes","Mayer, Crystal","35.00","","04/19/2027","Cash","06/30/2027","","Yes","","5","03/15/2026","","admin","05/02/2027","10785"
"Richter, Brian","","","Brian","","Frances","","","Richter","","No","06/17/2022","brichter","1966","4","2","","brian-frances-richter-member.jpg","6461 Valley Rd","","Victoria","TX","77901","USA","","(361) 555-5230","","","Cell Phone","","brian.richter@example.net","","","","","","","","","","","","","","","","","","M","","Y","","","","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Richter, Brian","35.00","","01/03/2025","PayPal","01/24/2025","","Yes","","0","","","secretary","09/25/2024","10786"
"Vogt, Pedro","","","Pedro","","Reid","","","Vogt","","No","08/25/1988","pvogt","2000","11","15","","pedro-reid-vogt-member.jpg","7196 Harry Wurzbach Rd","","San Antonio","TX","78214","USA","","(210) 555-4853","","","Cell Phone","","pvogt1969@example.org","","1652 Harvest Moon Dr","","Clearwater","FL","33755","USA","(727) 555-8007","","Telephone","","Yes","11","1","3","31","","M","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Vogt, Pedro","35.00","","10/13/2025","PayPal","12/12/2025","","Yes","","0","","","admin","07/29/2025","10787"
"Hernandez, Ethan","","Col.","Ethan","","","","","Hernandez","","Yes","02/12/2025","ehernandez","1969","1","22","","ethan-hernandez-member.jpg","3745 Guilbeau Rd","","Terrell Hills","TX","78209","USA","(210) 555-6517","(210) 555-7857","","","Cell Phone","","ethan.hernandez@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","No","Hernandez, Ethan","35.00","","04/02/2026","PayPal","06/30/2026","","Yes","","42","05/06/2025","","treasurer","05/22/2026","10788"
"Arnold, Sergio","","","Sergio","","Rosa","","","Arnold","","Yes","04/09/2007","sarnold","1958","2","21","","sergio-rosa-arnold-member.jpg","8657 Heritage Pkwy","","Dallas","TX","75238","USA","(214) 555-5659","(214) 555-8982","","","Cell Phone","","arnolds@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","Mayflower descendants; Organizing family reunions","Certified Genealogist (CG)","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Arnold, Sergio","35.00","","04/29/2026","Cash","06/30/2026","","Yes","","33","02/22/2026","","admin","06/15/2026","10789"
