"First Name","Last Name","Preferred Name","Email","Phone","Cell Phone","Address 1","City","State","Zip","Country","Gender","Birthday","Join Date","Expiration Date","Status","Membership Plan","Amount Paid","Payment Method","Payment Date","Marital Status","Surnames Researched","Notes"
"Bozena","Cole","Bozena","cole.bozena@comcast.net","(210) 328-9731","","13856 Robin Nest","San Antonio","TX","78188","US","Female","04/26/1938","08/26/2025","08/26/2026","Deceased","Individual","45.00","Check","08/25/2025","Married","Szymanski; Hargrove; Ramirez; Ashworth",""
"Sophia","Taylor","Sophia","sophia.taylor@sbcglobal.net","(972) 522-5414","","11513 Flores St # 632","Dallas","TX","75284","US","Female","02/20/1956","08/07/2023","08/06/2024","Deceased","Family","65.00","PayPal","08/05/2023","Married","Henderson; Pruett",""
"Eamon","Porter","Eamon","portere@att.net","(210) 262-3701","","23965 Harry Wurzbach Rd Suite 957","San Antonio","TX","78260","US","Male","06/22/1946","05/21/2016","05/21/2017","Active","Individual","45.00","Credit Card","05/18/2016","Divorced","Hayes; Baker",""
"Lucas","Krawczyk","Lucas","krawczyk.l19@icloud.com","(210) 580-7300","","24027 Wilderness Oak","San Antonio","TX","78229","US","Male","05/07/1964","09/17/2020","09/17/2021","Active","Individual","45.00","PayPal","09/10/2020","Single","Patterson; Jones",""
"Rosario","Foster","Rosario","foster.r58@att.net","(210) 774-8080","","20682 Sunset Ridge","San Antonio","TX","78151","US","Female","12/01/1966","07/06/2020","07/06/2021","Expired","Family","65.00","Credit Card","06/30/2020","Single","",""
"Ronald","Maldonado","Ronald","ronald.maldonado@att.net","(512) 697-6593","","21726 Hausman Rd # 813","Austin","TX","73706","US","Male","04/19/1998","09/09/2020","09/09/2021","Active","Individual","45.00","PayPal","09/02/2020","Married","Greenwood",""
"Kathleen","Warren","Kat","kathleen.warren@gmail.com","(210) 259-4208","","16001 S Presa St","San Antonio","TX","78294","US","Female","05/30/1976","07/14/2025","07/14/2026","Active","Individual","45.00","Credit Card","07/10/2025","Married","Cantu; Morgan; Flores",""
"Lucas","Ramirez","Lucas","lucasramirez@hotmail.com","(210) 277-7328","(903) 737-4624","5849 Vance Jackson Rd","San Antonio","TX","78207","US","Male","02/26/1959","05/07/2023","05/06/2024","Expired","Student","20.00","Cash","05/01/2023","Married","Cunningham; Rivera; Walker",""
"Eric","Grant","Eric","eric.grant@aol.com","(210) 262-8046","","21100 Jones Maltsberger Rd","San Antonio","TX","78167","US","Male","02/09/1965","03/26/2016","03/26/2017","Active","Individual","45.00","PayPal","03/22/2016","Married","Hawthorne; Thomas; Ingersoll; Allen; Beaumont",""
"Vincent","Nguyen","Vincent","nguyenv@outlook.com","(210) 665-6974","","698 Thousand Oaks Dr","San Antonio","TX","78251","US","Male","06/21/1981","08/20/2020","08/20/2021","Active","Family","65.00","Stripe","08/20/2020","Widowed","Pham; Fairchild; Cook; Norwood","Mentors new researchers"
"Carmen","Hudson","Carmen","hudsonc@aol.com","(830) 470-4473","(713) 757-3852","854 Spring St","New Braunfels","TX","78103","US","Female","08/12/1994","12/25/2019","12/24/2020","Active","Individual","45.00","PayPal","12/21/2019","Widowed","",""
"Danielle","Perez","Dani","perez.d45@outlook.com","(210) 379-7361","","22452 NW Military Hwy","San Antonio","TX","78295","US","Female","11/21/1962","07/23/2021","07/23/2022","Active","Student","20.00","Check","07/21/2021","Widowed","Callaway; Bailey",""
"Jolanta","Montoya","Jolanta","j.montoya@gmail.com","(713) 200-9696","","27887 Forest Dr","Houston","TX","77429","US","Female","06/05/1941","08/04/2024","08/04/2025","Deceased","Individual","45.00","Check","07/28/2024","Widowed","Graham; Southard; Kowalski",""
"Abigail","Sanchez","Abby","sancheza@outlook.com","(210) 498-4043","","10405 Stone Oak Pkwy","San Antonio","TX","78168","US","Female","12/16/1963","10/12/2019","","Active","Life","500.00","Check","10/06/2019","Married","Underwood; Cox; Chamberlain; O'Neill; McAllister; Wilson; Hall",""
"Sunita","Kowalski","Sunita","s.kowalski@icloud.com","(210) 835-7225","","20683 Lark Meadow","San Antonio","TX","78207","US","Female","08/05/1959","02/12/2017","02/12/2018","Active","Individual","45.00","PayPal","02/07/2017","Single","Ryan; Sanders",""
"Cormac","Moore","Cormac","moorec@yahoo.com","(281) 607-1877","","25939 Rigsby Ave Apt 360","Houston","TX","77081","US","Male","04/09/1947","07/17/2019","07/16/2020","Expired","Individual","45.00","Check","07/10/2019","Married","Cox; Brooks; Brennan; Gonzalez",""
"Deborah","Wu","Deborah","deborah.wu@att.net","(512) 711-5938","","20981 Goliad Rd Unit 747","Austin","TX","78666","US","Female","11/06/1964","03/18/2021","03/18/2022","Active","Individual","45.00","Credit Card","03/18/2021","Single","Carter; Russell; Adams",""
"Kelly","Morris","Kelly","morris.k17@gmail.com","(361) 612-4652","","8393 Harry Wurzbach Rd","Corpus Christi","TX","78333","US","Female","06/23/1958","10/13/2020","10/13/2021","Active","Family","65.00","PayPal","10/08/2020","Divorced","Garcia; O'Neill; Bryant",""
"Oliver","Kelly","Oliver","oliver.kelly@gmail.com","(281) 207-1376","","14406 Misty Glen","Houston","TX","77505","US","Male","09/15/1955","04/04/2022","04/04/2023","Active","Individual","45.00","Check","03/29/2022","Married","Washington; Singh",""
"Nicholas","Crawford","Nicholas","n.crawford@icloud.com","(210) 879-4096","","26442 NW Military Hwy","San Antonio","TX","78154","US","Male","07/04/1952","10/21/2022","10/21/2023","Expired","Individual","45.00","Check","10/20/2022","Married","Garza; Northcutt; Cunningham; Meriwether; Clark",""
"Estela","Gomez","Estela","estela.gomez@gmail.com","(512) 669-8779","(817) 701-2722","10542 Elm St","Austin","TX","78624","US","Female","10/04/1964","05/01/2021","05/01/2022","Active","Individual","45.00","Cash","05/01/2021","Single","","Research focus: African American genealogy; Research focus: Hispanic heritage"
"Nancy","Truong","Nancy","truong.n42@gmail.com","(214) 358-5015","","8252 Sunset Ridge # 656","Dallas","TX","75171","US","Female","01/30/1941","07/06/2020","07/06/2021","Active","Individual","45.00","Stripe","07/06/2020","","Salazar; Miller",""
"Marcus","Miller","Marcus","","(210) 540-4196","","5039 Sage Crossing","San Antonio","TX","78180","US","Male","11/05/1970","08/03/2019","08/02/2020","Active","Family","65.00","Check","08/02/2019","Divorced","Roberts; Morris; Ellington; Wang",""
"Rosa","Long","Rosa","long.r9@gmail.com","(210) 997-3078","","4394 Cliff Shadow","San Antonio","TX","78119","US","Female","06/18/1955","12/13/2022","12/13/2023","Expired","Individual","45.00","Check","12/06/2022","Single","Singh; Lewis",""
"Colm","Cruz","Colm","colm74@yahoo.com","(830) 727-4621","","21457 SW Military Dr","Boerne","TX","78055","US","Male","","09/16/2024","09/16/2025","Active","Individual","45.00","Check","09/16/2024","Single","Ramirez; Hawthorne; Pham",""
"Bozena","Nichols","Bozena","nichols.bozena@yahoo.com","(512) 675-9323","","23941 N New Braunfels Ave","Austin","TX","78669","US","Female","","08/21/2024","08/21/2025","Active","Honorary","0.00","Check","08/17/2024","Married","O'Sullivan; Ramirez; Chen",""
"Brianna","Washington","Brianna","washington.b45@outlook.com","(830) 872-4037","","27140 Callaghan Rd","Boerne","TX","78045","US","Female","10/29/1933","11/22/2025","11/22/2026","Active","Student","20.00","Stripe","11/15/2025","Married","Hill; Powell; Flores; Barnett; Remington; Alexander","Moved from Houston"
"Lakisha","Warren","Lakisha","warrenl@outlook.com","(713) 330-4458","","4993 Sage Crossing","Houston","TX","77379","US","Female","08/22/1968","02/19/2024","02/18/2025","Active","Individual","45.00","Credit Card","02/13/2024","Divorced","Abernathy",""
"Lakshmi","Zielinski","Lakshmi","zielinski.l37@yahoo.com","(210) 669-7329","","1782 Spring Branch","San Antonio","TX","78156","US","Female","","11/02/2022","11/02/2023","Active","Individual","45.00","Check","10/27/2022","Married","Hargrove; Clark",""
"Shannon","Gray","Shannon","","(210) 215-6177","","18471 Cibolo Creek","San Antonio","TX","78131","US","Female","07/18/1974","08/13/2024","08/13/2025","Expired","Family","65.00","Check","08/06/2024","Married","Stricklin",""
"Luke","Zielinski","Luke","","(806) 473-9207","","5499 Walnut St","Lubbock","TX","79314","US","Male","03/11/1936","04/08/2020","04/08/2021","Active","Individual","45.00","Check","04/03/2020","Married","Stricklin; Kelly; Krawczyk",""
"Dorota","Dunn","Dorota","dorotadunn@gmail.com","(210) 817-6486","","27943 Culebra Rd","San Antonio","TX","78182","US","Female","","11/20/2024","11/20/2025","Active","Individual","45.00","Check","11/16/2024","Married","Fitzgerald; Edwards; Cox; Southard; Nelson; Kelly",""
"Isabel","Salazar","Isabel","isabel.salazar1@gmail.com","(210) 501-4173","","27192 Potranco Rd","San Antonio","TX","78275","US","Female","08/04/1964","05/16/2021","05/16/2022","Pending","Individual","0.00","","","","Barnett; Stricklen; Pruett",""
"Mariana","Perez","Mariana","mariana77@aol.com","(817) 514-6183","","1828 Rolling Oaks","Fort Worth","TX","76081","US","Female","12/15/1970","01/28/2022","01/28/2023","Expired","Family","65.00","Check","01/27/2022","Married","Barnett; Gallagher",""
"Raj","Knight","Raj","knightr@outlook.com","(210) 855-3794","","2965 Bitters Rd Unit 462","San Antonio","TX","78213","US","Male","04/12/1969","04/25/2018","04/25/2019","Active","Individual","45.00","Credit Card","04/21/2018","Married","Bryant; Abernathy",""
"Janet","Hunt","Janet","janet.hunt10@att.net","(210) 476-4402","","25668 Creek Stone","Helotes","TX","78025","US","Female","","05/21/2017","05/21/2018","Expired","Individual","45.00","Cash","05/21/2017","Married","Griffin",""
"Silvia","Fitzgerald","Silvia","silvia.fitzgerald27@gmail.com","(210) 413-5024","","13045 Ingram Rd # 654","San Antonio","TX","78275","US","Female","08/02/1967","12/24/2017","12/24/2018","Expired","Individual","45.00","Credit Card","12/20/2017","Single","Washington; Walker",""
"Katarzyna","Gallagher","Katarzyna","gallagher.k40@yahoo.com","(210) 252-3321","","8055 Lockhill Selma Rd","San Antonio","TX","78119","US","Female","06/30/1947","04/02/2023","04/01/2024","Expired","Individual","45.00","Credit Card","04/01/2023","","Johnson; Gray; Gonzales",""
"Anna","Rangel","Anna","rangel.a7@outlook.com","(210) 628-4694","","11993 Starcrest Dr","San Antonio","TX","78175","US","Female","03/18/1960","08/10/2022","08/10/2023","Active","Individual","45.00","PayPal","08/04/2022","Single","","Photographs headstones; DRT member"
"Ruth","Johnson","Ruth","ruth.johnson17@protonmail.com","(210) 210-5980","","12134 Broadway Suite 16","San Antonio","TX","78152","US","Female","06/17/1954","01/21/2025","01/21/2026","Active","Family","65.00","Check","01/15/2025","Divorced","Forsythe; Green; Perez; Sanchez",""
"Gerald","Freeman","Jerry","gerald14@gmail.com","(830) 956-5034","","7936 Spring Branch","New Braunfels","TX","78138","US","Male","01/27/1942","03/07/2018","03/07/2019","Active","Individual","45.00","Check","03/01/2018","Single","Ramirez; Smith; Godfrey; Scott",""
"Janice","Ramirez","Janice","janiceramirez@aol.com","(210) 907-3154","","1827 Huebner Rd Unit 133","San Antonio","TX","78167","US","Female","11/22/1943","11/19/2020","11/19/2021","Active","Family","65.00","Credit Card","11/18/2020","Widowed","Perez; Shah",""
"Sanjay","Rios","Sanjay","srios@gmail.com","(210) 584-5683","(972) 750-8443","15020 Rolling Oaks","San Antonio","TX","78248","US","Male","","08/02/2015","08/01/2016","Active","Individual","45.00","PayPal","07/27/2015","Married","Hill; Brennan","DNA project coordinator; Found us at genealogy fair"
"Ciara","Perry","Ciara","perry.ciara@yahoo.com","(210) 924-8380","","6406 Sage Crossing","San Antonio","TX","78288","US","Female","03/03/1993","03/06/2018","03/06/2019","Active","Individual","45.00","Cash","03/03/2018","Married","Fitzgerald","Research focus: African American genealogy"
"Liang","Harris","Liang","lharris@yahoo.com","(361) 936-2571","","9808 Flores St","Corpus Christi","TX","78320","US","Male","05/26/1999","11/27/2015","11/26/2016","Active","Individual","45.00","PayPal","11/24/2015","Single","Northcutt; Washington; Moore; Watson; Krueger","DAR member"
"Ernesto","Gordon","Ernesto","ernestogordon@swbell.net","(210) 720-6983","","2612 Hawk Ridge","San Antonio","TX","78243","US","Male","11/24/1934","06/02/2020","06/02/2021","Active","Individual","45.00","PayPal","05/31/2020","Married","Parker",""
"Linda","Williams","Linda","lwilliams@outlook.com","(210) 603-8477","","23564 Pine Meadow","San Antonio","TX","78295","US","Female","04/24/1948","01/18/2024","01/17/2025","Active","Family","65.00","PayPal","01/12/2024","Single","Cunningham",""
"Eric","Krawczyk","Eric","e.krawczyk@outlook.com","(817) 968-7028","","13451 Starcrest Dr","Fort Worth","TX","76118","US","Male","07/29/1955","10/27/2022","10/27/2023","Active","Individual","45.00","Check","10/27/2022","Widowed","Taylor; Cox",""
"Debra","Hunt","Debra","debra.hunt26@gmail.com","(210) 343-7684","","9665 Thousand Oaks Dr","San Antonio","TX","78289","US","Female","04/16/1985","05/07/2024","05/07/2025","Active","Individual","45.00","Credit Card","05/07/2024","Single","Mueller; Pruett; Cox; Underwood; Wilson",""
"Brittany","Wells","Brittany","wells.brittany@aol.com","(281) 482-8278","","17991 Spring St # 667","Houston","TX","77437","US","Female","11/30/1959","12/01/2025","11/03/2024","Lapsed","Individual","45.00","PayPal","12/01/2025","Widowed","Price","Volunteers at library; Church records researcher; Find A Grave contributor"
"Janice","Ward","Janice","janice.ward@aol.com","(210) 798-2139","","21558 Eagle Pass Unit 716","San Antonio","TX","78288","US","Female","","01/10/2022","01/10/2023","Expired","Individual","45.00","PayPal","01/07/2022","Married","Peterson; Rodriguez",""
"Christopher","Reyes","Christopher","christopherreyes@gmail.com","(210) 762-6185","(254) 215-8055","14578 Starcrest Dr","San Antonio","TX","78114","US","Male","02/11/1946","12/05/2018","12/05/2019","Active","Individual","45.00","Cash","11/28/2018","Married","Murphy; Villarreal",""
"Philip","Richardson","Philip","philip32@swbell.net","(830) 412-7058","","8627 Thousand Oaks Dr Apt 663","Boerne","TX","78041","US","Male","","06/12/2021","06/12/2022","Active","Family","65.00","Check","06/12/2021","Married","Gonzalez",""
"Marek","Thompson","Marek","marek.thompson@comcast.net","(210) 936-1564","","14042 Autumn Mist","San Antonio","TX","78198","US","Male","07/02/1977","12/21/2024","12/21/2025","Active","Individual","45.00","PayPal","12/18/2024","Widowed","Hall; Drummond; Gray",""
"Hao","Estrada","Hao","h.estrada@att.net","(210) 877-4026","","14663 Moss Rock","Helotes","TX","78090","US","Male","10/05/1986","12/11/2019","12/10/2020","Expired","Individual","45.00","Credit Card","12/09/2019","Married","Richardson; Pruett","Find A Grave contributor"
"Ann","Hill","Ann","hill.ann@gmail.com","(281) 351-5441","","24115 River Rd","Houston","TX","77479","US","Female","08/15/1967","12/05/2015","12/04/2016","Active","Individual","45.00","Check","12/05/2015","Single","Rodriguez; Godfrey; Abernathy","Gift membership"
"Leticia","Simmons","Leticia","l.simmons@gmail.com","(830) 858-3686","(817) 354-6331","24036 Bitters Rd","New Braunfels","TX","78182","US","Female","11/18/1954","02/03/2022","01/23/2026","Grace Period","Individual","45.00","Stripe","01/30/2022","Married","Garza",""
"Teresa","Nguyen","Teresa","teresa.nguyen53@gmail.com","(210) 423-6676","(254) 919-7625","21063 Oak Park Dr","San Antonio","TX","78145","US","Female","","01/22/2020","01/21/2021","Active","Family","65.00","PayPal","01/19/2020","Married","Jackson; Abernathy",""
"Karen","Krueger","Karen","k.krueger@icloud.com","(210) 993-2106","","8561 Perrin Beitel Rd","San Antonio","TX","78106","US","Female","10/21/1969","08/13/2025","11/15/2025","Expired","Individual","45.00","PayPal","08/12/2025","Widowed","De La Cruz; Rogers; Mueller",""
"Michael","Murray","Mike","michael21@gmail.com","(210) 580-1381","","21886 Commerce St","San Antonio","TX","78143","US","Male","02/11/1944","03/06/2024","03/06/2025","Expired","Individual","45.00","PayPal","03/06/2024","Widowed","Taylor; Stewart; Pham",""
"Frances","Xu","Frances","francesxu@yahoo.com","(469) 276-6168","","21673 Country Club Dr","Dallas","TX","75063","US","Female","","12/01/2022","12/01/2023","Active","Individual","45.00","Check","11/30/2022","Divorced","Baker; Johnson",""
"Cheryl","Collins","Cheryl","cheryl.collins@yahoo.com","(210) 700-9523","","26111 Starcrest Dr # 409","San Antonio","TX","78272","US","Female","","10/02/2020","10/02/2021","Lapsed","Individual","45.00","Check","09/28/2020","Widowed","Godfrey; Robinson; Wisniewski; Southard; Baker",""
"Sergio","Reddy","Sergio","sergio.reddy@gmail.com","(210) 219-3950","","9905 Old Pearsall Rd","San Antonio","TX","78174","US","Male","","09/17/2020","09/17/2021","Active","Individual","45.00","Credit Card","09/13/2020","Divorced","Collins; Galbraith; Pham; Mazur; James",""
"Dorothy","Rodriguez","Dottie","drodriguez@yahoo.com","(210) 885-8228","","12378 Sunset Ridge","San Antonio","TX","78265","US","Female","12/15/1951","02/17/2023","02/17/2024","Active","Individual","45.00","Credit Card","02/13/2023","Married","Kelly","Photographs headstones"
